Gene stable ID	Chromosome/scaffold name	Gene Synonym	Gene type	Gene name	NCBI gene (formerly Entrezgene) ID
ENSDARG00000032553	17	wu:fj78a08	protein_coding	egln3	406602
ENSDARG00000032553	17	zgc:77019	protein_coding	egln3	406602
ENSDARG00000043502	8	wu:fj17b05	protein_coding	ccdc124	393537
ENSDARG00000043502	8	zgc:65939	protein_coding	ccdc124	393537
ENSDARG00000043502	8	zgc:77492	protein_coding	ccdc124	393537
ENSDARG00000055172	3		protein_coding	si:ch211-256m1.8	795494
ENSDARG00000075643	3		protein_coding	ifi35	559610
ENSDARG00000099009	21		protein_coding	si:dkey-50i6.6	
ENSDARG00000092557	10		antisense	AL929315.1	
ENSDARG00000062987	15	im:6898509	protein_coding	tyw1	562076
ENSDARG00000062987	15	wu:fb74d01	protein_coding	tyw1	562076
ENSDARG00000062987	15	zgc:153368	protein_coding	tyw1	562076
ENSDARG00000040632	18	Dr14-1	protein_coding	olfcu1	794431
ENSDARG00000040632	18	si:dkey-183j10.1	protein_coding	olfcu1	794431
ENSDARG00000040632	18	v2rx1	protein_coding	olfcu1	794431
ENSDARG00000040632	18	X01	protein_coding	olfcu1	794431
ENSDARG00000043416	20	si:dkeyp-72h1.2	protein_coding	tnfaip2a	567159
ENSDARG00000043416	20	zgc:136606	protein_coding	tnfaip2a	567159
ENSDARG00000029497	9	zgc:91796	protein_coding	tfcp2l1	431761
ENSDARG00000100217	22		protein_coding	si:ch211-117l17.7	
ENSDARG00000096957	17		antisense	BX005351.1	
ENSDARG00000094038	2		protein_coding	si:ch211-226f6.1	
ENSDARG00000040555	18	wu:fd20d04	protein_coding	bckdha	554124
ENSDARG00000040555	18	zgc:110049	protein_coding	bckdha	554124
ENSDARG00000104235	25	unm_sa3298	protein_coding	myo5c	562676
ENSDARG00000043640	18	id:ibd2033	protein_coding	cenpn	368856
ENSDARG00000043640	18	si:busm1-241h12.3	protein_coding	cenpn	368856
ENSDARG00000043640	18	si:dz241h12.3	protein_coding	cenpn	368856
ENSDARG00000043640	18	un-named hi3634	protein_coding	cenpn	368856
ENSDARG00000043640	18	unm hi3634	protein_coding	cenpn	368856
ENSDARG00000043640	18	zgc:92188	protein_coding	cenpn	368856
ENSDARG00000093235	3	fa96h11	protein_coding	TST	796025
ENSDARG00000093235	3	wu:fa96h11	protein_coding	TST	796025
ENSDARG00000089781	5	si:ch73-213n7.1	protein_coding	ciz1a	103911032
ENSDARG00000101093	21		protein_coding	zgc:162971	100038783
ENSDARG00000003487	18	dead eye	protein_coding	nup93	30172
ENSDARG00000003487	18	dye	protein_coding	nup93	30172
ENSDARG00000029928	13	cb430	protein_coding	ap3m1	266798
ENSDARG00000095150	5		protein_coding	si:dkey-114c15.5	
ENSDARG00000075525	17	zgc:172202	protein_coding	cln8	100136870
ENSDARG00000062361	10	zgc:158234	protein_coding	paxbp1	563266
ENSDARG00000021647	4	Galpha i1a	protein_coding	gnai1	393946
ENSDARG00000021647	4	zgc:63957	protein_coding	gnai1	393946
ENSDARG00000007804	1	fj34a12	protein_coding	gas6	335830
ENSDARG00000007804	1	wu:fj34a12	protein_coding	gas6	335830
ENSDARG00000007804	1	zgc:63860	protein_coding	gas6	335830
ENSDARG00000095553	16	lenepl	protein_coding	lenep	100002665
ENSDARG00000054031	1	im:7136512	protein_coding	mxd4	559531
ENSDARG00000054031	1	Mad4	protein_coding	mxd4	559531
ENSDARG00000054031	1	si:ch211-145b13.8	protein_coding	mxd4	559531
ENSDARG00000037760	1		protein_coding	uncx4.1	553947
ENSDARG00000095673	1	fd61c04	protein_coding	si:dkey-79f11.8	
ENSDARG00000095673	1	wu:fd61c04	protein_coding	si:dkey-79f11.8	
ENSDARG00000061903	18		protein_coding	BX908736.1	569011
ENSDARG00000103196	21		protein_coding	zgc:113343	541549
ENSDARG00000090183	8	zgc:92666	protein_coding	gapvd1	436693
ENSDARG00000010981	16	ik:tdsubc_2d6	protein_coding	zdhhc3a	436998
ENSDARG00000010981	16	tdsubc_2d6	protein_coding	zdhhc3a	436998
ENSDARG00000010981	16	xx:tdsubc_2d6	protein_coding	zdhhc3a	436998
ENSDARG00000010981	16	zdhhc3	protein_coding	zdhhc3a	436998
ENSDARG00000010981	16	zgc:92587	protein_coding	zdhhc3a	436998
ENSDARG00000035558	5	zgc:63588	protein_coding	gps2	393948
ENSDARG00000094408	1		protein_coding	si:ch1073-110a20.1	100538113
ENSDARG00000075437	16	si:dkey-246i14.4	protein_coding	shc1	323818
ENSDARG00000075437	16	wu:fc10h03	protein_coding	shc1	323818
ENSDARG00000001414	18	si:ch211-214d15.1	protein_coding	mctp2a	562393
ENSDARG00000103224	19		protein_coding	si:ch73-350k19.1	
ENSDARG00000076657	23		protein_coding	plagl2	259255
ENSDARG00000063732	9	si:ch211-222f23.5	protein_coding	pde11a	561338
ENSDARG00000077788	17	wu:fi38h08	protein_coding	arhgef10	334278
ENSDARG00000067872	2		unprocessed_pseudogene	CU469531.1	
ENSDARG00000031751	19	si:dkey-27c15.1	protein_coding	npr1a	560653
ENSDARG00000061260	11		protein_coding	si:dkey-202e22.2	560497
ENSDARG00000095907	22		processed_transcript	AL928685.2	555502
ENSDARG00000013704	19	etID65043.19	protein_coding	cers2a	259251
ENSDARG00000013704	19	fi37a01	protein_coding	cers2a	259251
ENSDARG00000013704	19	lass2	protein_coding	cers2a	259251
ENSDARG00000013704	19	trh3	protein_coding	cers2a	259251
ENSDARG00000013704	19	wu:fi37a01	protein_coding	cers2a	259251
ENSDARG00000032866	20	e(r)	protein_coding	erh	30475
ENSDARG00000032866	20	zgc:86761	protein_coding	erh	30475
ENSDARG00000105383	7		protein_coding	si:zfos-405g10.4	
ENSDARG00000102277	24	bal	protein_coding	lama1	569971
ENSDARG00000102277	24	bashful	protein_coding	lama1	569971
ENSDARG00000102277	24	zmp:0000000656	protein_coding	lama1	569971
ENSDARG00000021584	18	fi09g01	protein_coding	cntn5	327429
ENSDARG00000021584	18	wu:fi09g01	protein_coding	cntn5	327429
ENSDARG00000021584	18	zgc:55318	protein_coding	cntn5	327429
ENSDARG00000033376	11	chchd4	protein_coding	chchd4a	445144
ENSDARG00000033376	11	fc10g04	protein_coding	chchd4a	445144
ENSDARG00000033376	11	si:dkey-202e22.1	protein_coding	chchd4a	445144
ENSDARG00000033376	11	wu:fc10g04	protein_coding	chchd4a	445144
ENSDARG00000033376	11	zgc:100849	protein_coding	chchd4a	445144
ENSDARG00000092513	22	182	protein_coding	pku300	
ENSDARG00000092513	22	si:ch73-256j6.1	protein_coding	pku300	
ENSDARG00000092513	22	unm_pku300	protein_coding	pku300	
ENSDARG00000045087	12	cdk5r1	protein_coding	cdk5r1b	436788
ENSDARG00000045087	12	p35	protein_coding	cdk5r1b	436788
ENSDARG00000045087	12	zgc:92814	protein_coding	cdk5r1b	436788
ENSDARG00000001621	8	wu:fd20d03	protein_coding	nfyal	573719
ENSDARG00000001621	8	zgc:92567	protein_coding	nfyal	573719
ENSDARG00000086735	15		protein_coding	SAMD4B	
ENSDARG00000093836	7		protein_coding	si:dkey-83f18.14	
ENSDARG00000062951	18	si:ch211-260p9.6	protein_coding	meak7	561678
ENSDARG00000062951	18	tldc1	protein_coding	meak7	561678
ENSDARG00000062951	18	zgc:153621	protein_coding	meak7	561678
ENSDARG00000094643	5	si:dkey-34e4.2	protein_coding	ms4a17c.1	100000754
ENSDARG00000055177	2	si:dkey-154p10.4	protein_coding	pxdc1a	
ENSDARG00000075513	25	si:ch73-146h23.1	protein_coding	ccdc136b	100321715
ENSDARG00000094097	5		processed_transcript	CR936321.5	
ENSDARG00000101320	21		protein_coding	si:dkey-50i6.5	
ENSDARG00000014161	12	fancq	protein_coding	ercc4	327322
ENSDARG00000014161	12	fi03a05	protein_coding	ercc4	327322
ENSDARG00000014161	12	wu:fi03a05	protein_coding	ercc4	327322
ENSDARG00000014161	12	XPF	protein_coding	ercc4	327322
ENSDARG00000014161	12	zgc:63468	protein_coding	ercc4	327322
ENSDARG00000075337	16	zgc:165522	protein_coding	lars2	100126021
ENSDARG00000012449	8		protein_coding	si:ch211-169p10.1	799619
ENSDARG00000055518	21	im:7150327	protein_coding	pygma	553655
ENSDARG00000055518	21	zgc:110706	protein_coding	pygma	553655
ENSDARG00000004406	5	fj86h06	protein_coding	spra	554136
ENSDARG00000004406	5	spr	protein_coding	spra	554136
ENSDARG00000004406	5	wu:fj86h06	protein_coding	spra	554136
ENSDARG00000004406	5	zgc:112298	protein_coding	spra	554136
ENSDARG00000078006	10	si:ch211-55a7.1	protein_coding	wscd1b	565449
ENSDARG00000101144	7	fi22e09	protein_coding	zdhhc13	494107
ENSDARG00000101144	7	wu:fb06e01	protein_coding	zdhhc13	494107
ENSDARG00000101144	7	wu:fc39g10	protein_coding	zdhhc13	494107
ENSDARG00000101144	7	wu:fi22e09	protein_coding	zdhhc13	494107
ENSDARG00000101144	7	zgc:101690	protein_coding	zdhhc13	494107
ENSDARG00000001129	17	fc39d11	protein_coding	dicer1	324724
ENSDARG00000001129	17	fc74b05	protein_coding	dicer1	324724
ENSDARG00000001129	17	wu:fc39d11	protein_coding	dicer1	324724
ENSDARG00000001129	17	wu:fc74b05	protein_coding	dicer1	324724
ENSDARG00000058451	8	60S ribosomal protein L6	protein_coding	rpl6	336727
ENSDARG00000058451	8	wu:fa93h05	protein_coding	rpl6	336727
ENSDARG00000058451	8	wu:fb26a11	protein_coding	rpl6	336727
ENSDARG00000058451	8	zgc:111805	protein_coding	rpl6	336727
ENSDARG00000093279	16		protein_coding	si:dkey-11o1.3	108179508
ENSDARG00000014039	20	si:ch211-214g8.1	protein_coding	si:dkeyp-93d12.1	799498
ENSDARG00000097661	18		antisense	BX511124.1	
ENSDARG00000051916	5	zgc:85821	protein_coding	cdk7	405897
ENSDARG00000086117	1	si:dkey-9c18.13	protein_coding	umod	
ENSDARG00000006501	7	wu:fb64f09	protein_coding	cyp2x10.2	322545
ENSDARG00000006501	7	zgc:136371	protein_coding	cyp2x10.2	322545
ENSDARG00000057974	4	fc13d08	protein_coding	parp12b	553633
ENSDARG00000057974	4	fj90e08	protein_coding	parp12b	553633
ENSDARG00000057974	4	si:dkeyp-27e10.4	protein_coding	parp12b	553633
ENSDARG00000057974	4	wu:fc13d08	protein_coding	parp12b	553633
ENSDARG00000057974	4	wu:fj90e08	protein_coding	parp12b	553633
ENSDARG00000057974	4	zgc:110593	protein_coding	parp12b	553633
ENSDARG00000102753	14	si:ch211-240l14.1	protein_coding	si:dkey-109l4.3	559137
ENSDARG00000095788	23	GHRHR	protein_coding	ghrhrl	
ENSDARG00000077845	13		protein_coding	si:ch211-67f13.7	565426
ENSDARG00000104726	2		protein_coding	si:ch211-162e15.3	563358
ENSDARG00000024954	23	fc88h09	protein_coding	tmed4	415224
ENSDARG00000024954	23	p24 alpha 3	protein_coding	tmed4	415224
ENSDARG00000024954	23	wu:fc88h09	protein_coding	tmed4	415224
ENSDARG00000024954	23	zgc:86755	protein_coding	tmed4	415224
ENSDARG00000011510	23	wu:fb36a03	protein_coding	rcc2	406455
ENSDARG00000011510	23	zgc:77115	protein_coding	rcc2	406455
ENSDARG00000008982	9	wu:fa02h03	protein_coding	casq2	114410
ENSDARG00000008982	9	zgc:86817	protein_coding	casq2	114410
ENSDARG00000041317	3	zgc:154097	protein_coding	rangap1a	767677
ENSDARG00000003444	13	zgc:154087	protein_coding	dhrs7	751626
ENSDARG00000029898	1	si:dkey-22i16.2	protein_coding	cnga1a	100001558
ENSDARG00000009021	6	AChR alpha 1	protein_coding	chrna1	30725
ENSDARG00000009021	6	nic	protein_coding	chrna1	30725
ENSDARG00000009021	6	nic-1	protein_coding	chrna1	30725
ENSDARG00000009021	6	nic1	protein_coding	chrna1	30725
ENSDARG00000009021	6	nicotinic receptor	protein_coding	chrna1	30725
ENSDARG00000009021	6	zgc:86593	protein_coding	chrna1	30725
ENSDARG00000008953	23	zgc:110472	protein_coding	pofut1	403029
ENSDARG00000061989	8	fj55b03	protein_coding	mpnd	559169
ENSDARG00000061989	8	wu:fj55b03	protein_coding	mpnd	559169
ENSDARG00000061989	8	zgc:153076	protein_coding	mpnd	559169
ENSDARG00000016163	2	zgc:77308	protein_coding	usp33	406508
ENSDARG00000077643	9	CHCHD4	protein_coding	lypd6b	554606
ENSDARG00000077643	9	zgc:113301	protein_coding	lypd6b	554606
ENSDARG00000099877	3		protein_coding	si:dkeyp-72e1.6	100148910
ENSDARG00000044356	6	delta-Np63	protein_coding	tp63	260407
ENSDARG00000044356	6	fc89f04	protein_coding	tp63	260407
ENSDARG00000044356	6	id:ibd3516	protein_coding	tp63	260407
ENSDARG00000044356	6	p63	protein_coding	tp63	260407
ENSDARG00000044356	6	tp73l	protein_coding	tp63	260407
ENSDARG00000044356	6	wu:fc89f04	protein_coding	tp63	260407
ENSDARG00000044356	6	wu:fk85h07	protein_coding	tp63	260407
ENSDARG00000044356	6	wu:fk88b02	protein_coding	tp63	260407
ENSDARG00000100995	4		protein_coding	si:dkey-16b10.1	
ENSDARG00000100089	10	si:dkey-259k14.5	protein_coding	camk2b2	798222
ENSDARG00000004154	10	im:7146264	protein_coding	orai1b	402892
ENSDARG00000004154	10	orai1	protein_coding	orai1b	402892
ENSDARG00000004154	10	zgc:109721	protein_coding	orai1b	402892
ENSDARG00000074410	15	fancj	protein_coding	brip1	794038
ENSDARG00000074410	15	Fanconi anemia, complementation group J	protein_coding	brip1	794038
ENSDARG00000074410	15	si:ch211-158l18.1	protein_coding	brip1	794038
ENSDARG00000093687	5	fj43c01	protein_coding	si:dkey-193c22.1	567837
ENSDARG00000093687	5	wu:fj43c01	protein_coding	si:dkey-193c22.1	567837
ENSDARG00000036912	19	et-1	protein_coding	edn1	58032
ENSDARG00000036912	19	et1	protein_coding	edn1	58032
ENSDARG00000036912	19	fb14d01	protein_coding	edn1	58032
ENSDARG00000036912	19	suc	protein_coding	edn1	58032
ENSDARG00000036912	19	sucker	protein_coding	edn1	58032
ENSDARG00000036912	19	wu:fb14d01	protein_coding	edn1	58032
ENSDARG00000093234	21		protein_coding	si:dkey-65l23.2	793688
ENSDARG00000013726	23	ap4b1l	protein_coding	ap4b1	393309
ENSDARG00000013726	23	zgc:63878	protein_coding	ap4b1	393309
ENSDARG00000019360	6	fl08h02	protein_coding	sec23b	327268
ENSDARG00000019360	6	wu:fd19h01	protein_coding	sec23b	327268
ENSDARG00000019360	6	wu:fl08h02	protein_coding	sec23b	327268
ENSDARG00000019360	6	zgc:55595	protein_coding	sec23b	327268
ENSDARG00000019360	6	zgc:86871	protein_coding	sec23b	327268
ENSDARG00000093360	2		unprocessed_pseudogene	CU469531.2	
ENSDARG00000003900	6	si:dkeyp-111e5.4	protein_coding	gpr61l	561988
ENSDARG00000044225	10		protein_coding		561662
ENSDARG00000104457	3		protein_coding	si:dkeyp-72e1.7	563178
ENSDARG00000011824	16	im:7138234	protein_coding	pbxip1b	553293
ENSDARG00000011824	16	wu:fb12b01	protein_coding	pbxip1b	553293
ENSDARG00000011824	16	zgc:158151	protein_coding	pbxip1b	553293
ENSDARG00000094538	21		antisense	CT027623.1	
ENSDARG00000102994	4	si:dkey-78o7.1	protein_coding	znf1034	103910745
ENSDARG00000030914	10	zgc:162139	protein_coding	tmem120a	100005623
ENSDARG00000046148	16	tnfaip8l	protein_coding	tnfaip8l2b	393345
ENSDARG00000046148	16	tnfaip8l2	protein_coding	tnfaip8l2b	393345
ENSDARG00000046148	16	zgc:64074	protein_coding	tnfaip8l2b	393345
ENSDARG00000101706	7	csrp3b	protein_coding	csrp3	450005
ENSDARG00000101706	7	Muscle LIM protein	protein_coding	csrp3	450005
ENSDARG00000101706	7	zgc:103468	protein_coding	csrp3	450005
ENSDARG00000058302	14	zgc:64130	protein_coding	sh3bgrl	394184
ENSDARG00000088546	17	si:ch211-195g8.4	protein_coding	myct1b	100537522
ENSDARG00000090673	22		protein_coding	si:ch1073-104i17.1	
ENSDARG00000098048	23		antisense	CT025912.2	
ENSDARG00000101829	4		protein_coding	si:dkey-16b10.2	
ENSDARG00000075670	6	rerea	protein_coding	rereb	799473
ENSDARG00000097825	17		lincRNA	BX465227.1	
ENSDARG00000092458	3		protein_coding	si:dkey-282h22.5	107988040
ENSDARG00000036237	18	fb99g05	protein_coding	slc27a2a	449925
ENSDARG00000036237	18	im:7139614	protein_coding	slc27a2a	449925
ENSDARG00000036237	18	slc27a2	protein_coding	slc27a2a	449925
ENSDARG00000036237	18	wu:fb99g05	protein_coding	slc27a2a	449925
ENSDARG00000036237	18	zgc:112376	protein_coding	slc27a2a	449925
ENSDARG00000011602	20	fi14c02	protein_coding	CRACD	570321
ENSDARG00000011602	20	wu:fi14c02	protein_coding	CRACD	570321
ENSDARG00000102363	22		protein_coding	si:ch73-138e16.4	108179101
ENSDARG00000102717	16	im:7153990	protein_coding	tmem42a	100329298
ENSDARG00000102717	16	si:dkey-99n20.7	protein_coding	tmem42a	100329298
ENSDARG00000104351	4		lincRNA	CR318589.1	
ENSDARG00000114744	19	si:dkey-222b8.5	protein_coding	pimr92	
ENSDARG00000063008	4		protein_coding	si:dkeyp-27e10.3	100034386
ENSDARG00000091624	5	si:ch73-240m12.1	protein_coding	ugt2a7	792506
ENSDARG00000045003	11	Dr.9655	protein_coding	plvapb	570276
ENSDARG00000045003	11	fb11a07	protein_coding	plvapb	570276
ENSDARG00000045003	11	plvap	protein_coding	plvapb	570276
ENSDARG00000045003	11	vsg1	protein_coding	plvapb	570276
ENSDARG00000045003	11	wu:fb11a07	protein_coding	plvapb	570276
ENSDARG00000045003	11	zgc:113451	protein_coding	plvapb	570276
ENSDARG00000045003	11	zgc:136228	protein_coding	plvapb	570276
ENSDARG00000045003	11	zvsg1	protein_coding	plvapb	570276
ENSDARG00000093470	4		lincRNA	CT009596.1	
ENSDARG00000091253	8	fla	protein_coding	smyd1b	569027
ENSDARG00000091253	8	flatline	protein_coding	smyd1b	569027
ENSDARG00000091253	8	sth	protein_coding	smyd1b	569027
ENSDARG00000069662	7	fgf11	protein_coding	fgf11a	497640
ENSDARG00000070404	6	fam212ab	protein_coding	inka1b	327328
ENSDARG00000070404	6	inka1b	protein_coding	inka1b	327328
ENSDARG00000070404	6	wu:fi03b07	protein_coding	inka1b	327328
ENSDARG00000070404	6	zgc:66438	protein_coding	inka1b	327328
ENSDARG00000012347	16		protein_coding	nacad	100534969
ENSDARG00000099342	1	si:ch73-222h13.4	protein_coding	crfb15	100535513
ENSDARG00000040614	9	cb248	protein_coding	sestd1	360133
ENSDARG00000040614	9	sb:cb248	protein_coding	sestd1	360133
ENSDARG00000040614	9	si:dz106a20.1	protein_coding	sestd1	360133
ENSDARG00000040614	9	si:dz106a20.2	protein_coding	sestd1	360133
ENSDARG00000040614	9	si:dz42h5.2	protein_coding	sestd1	360133
ENSDARG00000040614	9	sol	protein_coding	sestd1	360133
ENSDARG00000077097	22		protein_coding	si:ch211-226h8.6	110438301
ENSDARG00000019342	24	sofa potato	protein_coding	chrnd	404273
ENSDARG00000019342	24	sop	protein_coding	chrnd	404273
ENSDARG00000019342	24	wu:fa01e01	protein_coding	chrnd	404273
ENSDARG00000019342	24	zgc:110469	protein_coding	chrnd	404273
ENSDARG00000039062	13	zgc:113281	protein_coding	morn4	550131
ENSDARG00000034933	25	fd08g06	protein_coding	chchd3b	325751
ENSDARG00000034933	25	wu:fd08g06	protein_coding	chchd3b	325751
ENSDARG00000034933	25	zgc:162618	protein_coding	chchd3b	325751
ENSDARG00000101949	15	zgc:123031	protein_coding	numbl	497616
ENSDARG00000101949	15	znumb	protein_coding	numbl	497616
ENSDARG00000021948	5	etID309720.5	protein_coding	tnc	30037
ENSDARG00000021948	5	tenc	protein_coding	tnc	30037
ENSDARG00000021948	5	wu:fk04d02	protein_coding	tnc	30037
ENSDARG00000103026	22	leprel1	protein_coding	p3h2	566697
ENSDARG00000103026	22	si:ch211-117l17.2	protein_coding	p3h2	566697
ENSDARG00000103026	22	si:ch211-87n12.2	protein_coding	p3h2	566697
ENSDARG00000103026	22	si:dkey-193b19.1	protein_coding	p3h2	566697
ENSDARG00000093244	24		processed_transcript	CU681836.1	
ENSDARG00000036840	11	wu:fa91c06	protein_coding	krt15	406844
ENSDARG00000036840	11	wu:fa95d04	protein_coding	krt15	406844
ENSDARG00000036840	11	zgc:55334	protein_coding	krt15	406844
ENSDARG00000068708	4	im:7067566	protein_coding	ifrd1	555178
ENSDARG00000068708	4	si:dkey-192l17.2	protein_coding	ifrd1	555178
ENSDARG00000068708	4	wu:fi35f04	protein_coding	ifrd1	555178
ENSDARG00000068708	4	wu:fj67a06	protein_coding	ifrd1	555178
ENSDARG00000068708	4	zgc:154080	protein_coding	ifrd1	555178
ENSDARG00000031438	25	Kir6.3	protein_coding	kcnj11l	497647
ENSDARG00000031438	25	zgc:123029	protein_coding	kcnj11l	497647
ENSDARG00000011326	2	si:dkey-4i23.6	protein_coding	ankrd45	553808
ENSDARG00000011326	2	zgc:112418	protein_coding	ankrd45	553808
ENSDARG00000097425	16		lincRNA	CU638870.1	110437975
ENSDARG00000096933	16		protein_coding	si:ch211-135n15.2	557207
ENSDARG00000098361	10	zgc:77067	protein_coding	nudcd3	406472
ENSDARG00000053836	2		protein_coding	si:ch211-284o19.8	100007937
ENSDARG00000054723	20	fb73f05	protein_coding	si:ch211-242b18.1	566905
ENSDARG00000054723	20	im:6912350	protein_coding	si:ch211-242b18.1	566905
ENSDARG00000054723	20	wu:fb73f05	protein_coding	si:ch211-242b18.1	566905
ENSDARG00000044605	16		protein_coding	stx12l	569124
ENSDARG00000023659	18	zgc:154083	protein_coding	gabpb1	768285
ENSDARG00000092361	1	wu:fd58b05	protein_coding	si:dkey-79f11.7	100007552
ENSDARG00000094427	22		protein_coding	si:dkey-253d23.8	100034529
ENSDARG00000043457	16	bb02e05	protein_coding	gapdh	317743
ENSDARG00000043457	16	cb609	protein_coding	gapdh	317743
ENSDARG00000043457	16	gapd	protein_coding	gapdh	317743
ENSDARG00000043457	16	mg:bb02e05	protein_coding	gapdh	317743
ENSDARG00000043457	16	wu:fb33a10	protein_coding	gapdh	317743
ENSDARG00000043457	16	wu:ft80f05	protein_coding	gapdh	317743
ENSDARG00000036863	12		protein_coding	MYO1D	559562
ENSDARG00000023694	25	cb1051	protein_coding	spon1b	58029
ENSDARG00000023694	25	F-spondin2	protein_coding	spon1b	58029
ENSDARG00000015921	4	zgc:56486	protein_coding	pwp1	393262
ENSDARG00000028800	16		protein_coding	CYTH2	569358
ENSDARG00000101886	3	wu:fj29c10	protein_coding	pdxdc1	447813
ENSDARG00000101886	3	zgc:92179	protein_coding	pdxdc1	447813
ENSDARG00000074070	25	iro5b	protein_coding	irx5b	405792
ENSDARG00000074070	25	ziro5b	protein_coding	irx5b	405792
ENSDARG00000015174	24	wu:fj37e01	protein_coding	atp6v0a1b	553691
ENSDARG00000015174	24	zgc:112214	protein_coding	atp6v0a1b	553691
ENSDARG00000033320	13	fd13d02	protein_coding	sar1ab	550581
ENSDARG00000033320	13	sar1a	protein_coding	sar1ab	550581
ENSDARG00000033320	13	wu:fd13d02	protein_coding	sar1ab	550581
ENSDARG00000033320	13	zgc:110650	protein_coding	sar1ab	550581
ENSDARG00000021488	12	fc89h04	protein_coding	cyth1b	325586
ENSDARG00000021488	12	wu:fc89h04	protein_coding	cyth1b	325586
ENSDARG00000021488	12	zgc:73134	protein_coding	cyth1b	325586
ENSDARG00000032037	25	zgc:100789	protein_coding	bet1l	445493
ENSDARG00000075870	1	si:ch211-133l11.8	protein_coding	triobpa	555479
ENSDARG00000075454	18		protein_coding	hdc	793609
ENSDARG00000095592	21		protein_coding	si:dkey-11o15.5	100149199
ENSDARG00000053987	17	zgc:194666	protein_coding	htr1b	561647
ENSDARG00000053987	17	zgc:194690	protein_coding	htr1b	561647
