Gene stable ID	Gene name	Chromosome/scaffold name	Gene Synonym	Gene type	NCBI gene (formerly Entrezgene) ID
FBgn0051780	CG31780	2L	CG31780	protein_coding	34922
FBgn0051827	CG31827	2L	CG31827	protein_coding	318965
FBgn0051827	CG31827	2L	CG31827	protein_coding	318965
FBgn0051827	CG31827	2L	CG31827	protein_coding	318965
FBgn0051827	CG31827	2L	CG31827	protein_coding	34923
FBgn0051827	CG31827	2L	CG31827	protein_coding	34923
FBgn0051827	CG31827	2L	CG31827	protein_coding	34923
FBgn0264545	CG43924	2L	CG43924	protein_coding	14462777
FBgn0264545	CG43924	2L	CG43924	protein_coding	14462777
FBgn0264545	CG43924	2L	CG43924	protein_coding	14462777
FBgn0264545	CG43924	2L	CG43924	protein_coding	14462775
FBgn0264545	CG43924	2L	CG43924	protein_coding	14462775
FBgn0264545	CG43924	2L	CG43924	protein_coding	14462775
FBgn0010382	CycE	2L	CycE	protein_coding	34924
FBgn0010382	CycE	2L	CycE	protein_coding	34924
FBgn0010382	CycE	2L	CycE	protein_coding	34924
FBgn0266309	lncRNA:CR44974	2L	lncRNA:CR44974	ncRNA	19835770
FBgn0266309	lncRNA:CR44974	2L	lncRNA:CR44974	ncRNA	19835770
FBgn0266309	lncRNA:CR44974	2L	lncRNA:CR44974	ncRNA	19835770
FBgn0266160	asRNA:CR44866	2L	asRNA:CR44866	ncRNA	19834840
FBgn0266160	asRNA:CR44866	2L	asRNA:CR44866	ncRNA	19834840
FBgn0266160	asRNA:CR44866	2L	asRNA:CR44866	ncRNA	19834840
FBgn0001989	ND-B17	2L	ND-B17	protein_coding	34925
FBgn0001989	ND-B17	2L	ND-B17	protein_coding	34925
FBgn0001989	ND-B17	2L	ND-B17	protein_coding	34925
FBgn0003936	snRNA:U5:35D	2L	snRNA:U5:35D	snRNA	3772527
FBgn0003936	snRNA:U5:35D	2L	snRNA:U5:35D	snRNA	3772527
FBgn0003936	snRNA:U5:35D	2L	snRNA:U5:35D	snRNA	3772527
FBgn0001986	Mtr4	2L	Mtr4	protein_coding	48782
FBgn0001986	Mtr4	2L	Mtr4	protein_coding	48782
FBgn0001986	Mtr4	2L	Mtr4	protein_coding	48782
FBgn0001987	Gli	2L	Gli	protein_coding	34927
FBgn0001987	Gli	2L	Gli	protein_coding	34927
FBgn0001987	Gli	2L	Gli	protein_coding	34927
FBgn0028507	CG3793	2L	CG3793	protein_coding	34928
FBgn0028507	CG3793	2L	CG3793	protein_coding	34928
FBgn0028507	CG3793	2L	CG3793	protein_coding	34928
FBgn0001990	wek	2L	wek	protein_coding	48785
FBgn0001990	wek	2L	wek	protein_coding	48785
FBgn0001990	wek	2L	wek	protein_coding	48785
FBgn0041627	Ku80	2L	Ku80	protein_coding	34930
FBgn0041627	Ku80	2L	Ku80	protein_coding	34930
FBgn0041627	Ku80	2L	Ku80	protein_coding	34930
FBgn0051826	CG31826	2L	CG31826	protein_coding	326164
FBgn0051826	CG31826	2L	CG31826	protein_coding	326164
FBgn0051826	CG31826	2L	CG31826	protein_coding	326164
FBgn0264260	CG43760	2L	CG43760	protein_coding	14462778
FBgn0264260	CG43760	2L	CG43760	protein_coding	14462778
FBgn0264260	CG43760	2L	CG43760	protein_coding	14462778
FBgn0028901	CG18109	2L	CG18109	protein_coding	34931
FBgn0028901	CG18109	2L	CG18109	protein_coding	34931
FBgn0028901	CG18109	2L	CG18109	protein_coding	34931
FBgn0265813	lncRNA:CR44602	2L	lncRNA:CR44602	ncRNA	19836055
FBgn0265813	lncRNA:CR44602	2L	lncRNA:CR44602	ncRNA	19836055
FBgn0265813	lncRNA:CR44602	2L	lncRNA:CR44602	ncRNA	19836055
FBgn0262150	CG42876	2L	CG42876	protein_coding	10178914
FBgn0262150	CG42876	2L	CG42876	protein_coding	10178914
FBgn0262150	CG42876	2L	CG42876	protein_coding	10178914
FBgn0265812	lncRNA:CR44601	2L	lncRNA:CR44601	ncRNA	19835527
FBgn0265812	lncRNA:CR44601	2L	lncRNA:CR44601	ncRNA	19835527
FBgn0265812	lncRNA:CR44601	2L	lncRNA:CR44601	ncRNA	19835527
FBgn0028900	CG18518	2L	CG18518	protein_coding	34932
FBgn0028900	CG18518	2L	CG18518	protein_coding	34932
FBgn0028900	CG18518	2L	CG18518	protein_coding	34932
FBgn0051822	CR31822	2L	CR31822	pseudogene	318962
FBgn0051822	CR31822	2L	CR31822	pseudogene	318962
FBgn0051822	CR31822	2L	CR31822	pseudogene	318962
FBgn0267258	lncRNA:CR45694	2L	lncRNA:CR45694	ncRNA	19836185
FBgn0267258	lncRNA:CR45694	2L	lncRNA:CR45694	ncRNA	19836185
FBgn0267258	lncRNA:CR45694	2L	lncRNA:CR45694	ncRNA	19836185
FBgn0264263	lncRNA:CR43763	2L	lncRNA:CR43763	ncRNA	14462779
FBgn0264263	lncRNA:CR43763	2L	lncRNA:CR43763	ncRNA	14462779
FBgn0264263	lncRNA:CR43763	2L	lncRNA:CR43763	ncRNA	14462779
FBgn0028903	CG13243	2L	CG13243	protein_coding	34933
FBgn0028903	CG13243	2L	CG13243	protein_coding	34933
FBgn0028903	CG13243	2L	CG13243	protein_coding	34933
FBgn0028902	Tektin-A	2L	Tektin-A	protein_coding	34934
FBgn0028902	Tektin-A	2L	Tektin-A	protein_coding	34934
FBgn0028902	Tektin-A	2L	Tektin-A	protein_coding	34934
FBgn0261924	lncRNA:CR42791	2L	lncRNA:CR42791	ncRNA	19835125
FBgn0261924	lncRNA:CR42791	2L	lncRNA:CR42791	ncRNA	19835125
FBgn0261924	lncRNA:CR42791	2L	lncRNA:CR42791	ncRNA	19835125
FBgn0261925	CG42792	2L	CG42792	protein_coding	10178946
FBgn0261925	CG42792	2L	CG42792	protein_coding	10178946
FBgn0261925	CG42792	2L	CG42792	protein_coding	10178946
FBgn0028935	CG7653	2L	CG7653	protein_coding	34935
FBgn0028935	CG7653	2L	CG7653	protein_coding	34935
FBgn0028935	CG7653	2L	CG7653	protein_coding	34935
FBgn0265668	CG44475	2L	CG44475	protein_coding	19835392
FBgn0265668	CG44475	2L	CG44475	protein_coding	19835392
FBgn0265668	CG44475	2L	CG44475	protein_coding	19835392
FBgn0051824	CR31824	2L	CR31824	pseudogene	318963
FBgn0051824	CR31824	2L	CR31824	pseudogene	318963
FBgn0051824	CR31824	2L	CR31824	pseudogene	318963
FBgn0041183	Tep1	2L	Tep1	protein_coding	34937
FBgn0041183	Tep1	2L	Tep1	protein_coding	34937
FBgn0041183	Tep1	2L	Tep1	protein_coding	34937
FBgn0051735	CG31735	2L	CG31735	protein_coding	318922
FBgn0051735	CG31735	2L	CG31735	protein_coding	318922
FBgn0051735	CG31735	2L	CG31735	protein_coding	318922
FBgn0051823	CG31823	2L	CG31823	protein_coding	326163
FBgn0051823	CG31823	2L	CG31823	protein_coding	326163
FBgn0051823	CG31823	2L	CG31823	protein_coding	326163
FBgn0051821	CG31821	2L	CG31821	protein_coding	34938
FBgn0051821	CG31821	2L	CG31821	protein_coding	34938
FBgn0051821	CG31821	2L	CG31821	protein_coding	34938
FBgn0028645	beat-Ib	2L	beat-Ib	protein_coding	34939
FBgn0028645	beat-Ib	2L	beat-Ib	protein_coding	34939
FBgn0028645	beat-Ib	2L	beat-Ib	protein_coding	34939
FBgn0266161	lncRNA:CR44867	2L	lncRNA:CR44867	ncRNA	19835974
FBgn0266161	lncRNA:CR44867	2L	lncRNA:CR44867	ncRNA	19835974
FBgn0266161	lncRNA:CR44867	2L	lncRNA:CR44867	ncRNA	19835974
FBgn0266162	lncRNA:CR44868	2L	lncRNA:CR44868	ncRNA	19835046
FBgn0266162	lncRNA:CR44868	2L	lncRNA:CR44868	ncRNA	19835046
FBgn0266162	lncRNA:CR44868	2L	lncRNA:CR44868	ncRNA	19835046
FBgn0032577	CG13244	2L	CG13244	protein_coding	34940
FBgn0032577	CG13244	2L	CG13244	protein_coding	34940
FBgn0032577	CG13244	2L	CG13244	protein_coding	34940
FBgn0028514	CG4793	2L	CG4793	protein_coding	34941
FBgn0028514	CG4793	2L	CG4793	protein_coding	34941
FBgn0028514	CG4793	2L	CG4793	protein_coding	34941
FBgn0028857	CG12448	2L	CG12448	protein_coding	34942
FBgn0028857	CG12448	2L	CG12448	protein_coding	34942
FBgn0028857	CG12448	2L	CG12448	protein_coding	34942
FBgn0028856	CG18063	2L	CG18063	protein_coding	34943
FBgn0028856	CG18063	2L	CG18063	protein_coding	34943
FBgn0028856	CG18063	2L	CG18063	protein_coding	34943
FBgn0264347	lncRNA:CR43803	2L	lncRNA:CR43803	ncRNA	14462780
FBgn0264347	lncRNA:CR43803	2L	lncRNA:CR43803	ncRNA	14462780
FBgn0264347	lncRNA:CR43803	2L	lncRNA:CR43803	ncRNA	14462780
FBgn0028858	CG10839	2L	CG10839	protein_coding	34944
FBgn0028858	CG10839	2L	CG10839	protein_coding	34944
FBgn0028858	CG10839	2L	CG10839	protein_coding	34944
FBgn0263331	lncRNA:CR43412	2L	lncRNA:CR43412	ncRNA	12798233
FBgn0263331	lncRNA:CR43412	2L	lncRNA:CR43412	ncRNA	12798233
FBgn0263331	lncRNA:CR43412	2L	lncRNA:CR43412	ncRNA	12798233
FBgn0028644	beat-Ic	2L	beat-Ic	protein_coding	34945
FBgn0028644	beat-Ic	2L	beat-Ic	protein_coding	34945
FBgn0028644	beat-Ic	2L	beat-Ic	protein_coding	34945
FBgn0264373	lncRNA:CR43825	2L	lncRNA:CR43825	ncRNA	14462781
FBgn0264373	lncRNA:CR43825	2L	lncRNA:CR43825	ncRNA	14462781
FBgn0264373	lncRNA:CR43825	2L	lncRNA:CR43825	ncRNA	14462781
FBgn0085196	CG34167	2L	CG34167	protein_coding	5740831
FBgn0085196	CG34167	2L	CG34167	protein_coding	5740831
FBgn0085196	CG34167	2L	CG34167	protein_coding	5740831
FBgn0264374	lncRNA:CR43826	2L	lncRNA:CR43826	ncRNA	14462782
FBgn0264374	lncRNA:CR43826	2L	lncRNA:CR43826	ncRNA	14462782
FBgn0264374	lncRNA:CR43826	2L	lncRNA:CR43826	ncRNA	14462782
FBgn0045827	CG13245	2L	CG13245	protein_coding	50456
FBgn0045827	CG13245	2L	CG13245	protein_coding	50456
FBgn0045827	CG13245	2L	CG13245	protein_coding	50456
FBgn0264364	CG43816	2L	CG43816	protein_coding	14462783
FBgn0264364	CG43816	2L	CG43816	protein_coding	14462783
FBgn0264364	CG43816	2L	CG43816	protein_coding	14462783
FBgn0051820	CG31820	2L	CG31820	protein_coding	318961
FBgn0051820	CG31820	2L	CG31820	protein_coding	318961
FBgn0051820	CG31820	2L	CG31820	protein_coding	318961
FBgn0266138	lncRNA:CR44844	2L	lncRNA:CR44844	ncRNA	19835407
FBgn0266138	lncRNA:CR44844	2L	lncRNA:CR44844	ncRNA	19835407
FBgn0266138	lncRNA:CR44844	2L	lncRNA:CR44844	ncRNA	19835407
FBgn0000182	BicC	2L	BicC	protein_coding	34946
FBgn0000182	BicC	2L	BicC	protein_coding	34946
FBgn0000182	BicC	2L	BicC	protein_coding	34946
FBgn0266459	CG45084	2L	CG45084	protein_coding	19836008
FBgn0266459	CG45084	2L	CG45084	protein_coding	19836008
FBgn0266459	CG45084	2L	CG45084	protein_coding	19836008
FBgn0013433	beat-Ia	2L	beat-Ia	protein_coding	34947
FBgn0013433	beat-Ia	2L	beat-Ia	protein_coding	34947
FBgn0013433	beat-Ia	2L	beat-Ia	protein_coding	34947
FBgn0266164	lncRNA:CR44870	2L	lncRNA:CR44870	ncRNA	19835880
FBgn0266164	lncRNA:CR44870	2L	lncRNA:CR44870	ncRNA	19835880
FBgn0266164	lncRNA:CR44870	2L	lncRNA:CR44870	ncRNA	19835880
FBgn0028520	CG4891	2L	CG4891	protein_coding	34948
FBgn0028520	CG4891	2L	CG4891	protein_coding	34948
FBgn0028520	CG4891	2L	CG4891	protein_coding	34948
FBgn0028884	CG4892	2L	CG4892	protein_coding	34949
FBgn0028884	CG4892	2L	CG4892	protein_coding	34949
FBgn0028884	CG4892	2L	CG4892	protein_coding	34949
FBgn0085197	CG34168	2L	CG34168	protein_coding	50457
FBgn0085197	CG34168	2L	CG34168	protein_coding	50457
FBgn0085197	CG34168	2L	CG34168	protein_coding	50457
FBgn0266165	lncRNA:CR44871	2L	lncRNA:CR44871	ncRNA	19835018
FBgn0266165	lncRNA:CR44871	2L	lncRNA:CR44871	ncRNA	19835018
FBgn0266165	lncRNA:CR44871	2L	lncRNA:CR44871	ncRNA	19835018
FBgn0001991	Ca-alpha1D	2L	Ca-alpha1D	protein_coding	34950
FBgn0001991	Ca-alpha1D	2L	Ca-alpha1D	protein_coding	34950
FBgn0001991	Ca-alpha1D	2L	Ca-alpha1D	protein_coding	34950
FBgn0264350	asRNA:CR43806	2L	asRNA:CR43806	ncRNA	14462784
FBgn0264350	asRNA:CR43806	2L	asRNA:CR43806	ncRNA	14462784
FBgn0264350	asRNA:CR43806	2L	asRNA:CR43806	ncRNA	14462784
FBgn0265947	lncRNA:CR44734	2L	lncRNA:CR44734	ncRNA	19835274
FBgn0265947	lncRNA:CR44734	2L	lncRNA:CR44734	ncRNA	19835274
FBgn0265947	lncRNA:CR44734	2L	lncRNA:CR44734	ncRNA	19835274
FBgn0265948	lncRNA:CR44735	2L	lncRNA:CR44735	ncRNA	19835689
FBgn0265948	lncRNA:CR44735	2L	lncRNA:CR44735	ncRNA	19835689
FBgn0265948	lncRNA:CR44735	2L	lncRNA:CR44735	ncRNA	19835689
FBgn0265949	lncRNA:CR44736	2L	lncRNA:CR44736	ncRNA	19836098
FBgn0265949	lncRNA:CR44736	2L	lncRNA:CR44736	ncRNA	19836098
FBgn0265949	lncRNA:CR44736	2L	lncRNA:CR44736	ncRNA	19836098
FBgn0028893	CG31819	2L	CG31819	protein_coding	260658
FBgn0028893	CG31819	2L	CG31819	protein_coding	260658
FBgn0028893	CG31819	2L	CG31819	protein_coding	260658
FBgn0264392	lncRNA:CR43840	2L	lncRNA:CR43840	ncRNA	14462785
FBgn0264392	lncRNA:CR43840	2L	lncRNA:CR43840	ncRNA	14462785
FBgn0264392	lncRNA:CR43840	2L	lncRNA:CR43840	ncRNA	14462785
FBgn0261999	Ca-Ma2d	2L	Ca-Ma2d	protein_coding	34951
FBgn0261999	Ca-Ma2d	2L	Ca-Ma2d	protein_coding	34951
FBgn0261999	Ca-Ma2d	2L	Ca-Ma2d	protein_coding	34951
FBgn0262000	CG42818	2L	CG42818	protein_coding	10178877
FBgn0262000	CG42818	2L	CG42818	protein_coding	10178877
FBgn0262000	CG42818	2L	CG42818	protein_coding	10178877
FBgn0284225	CG46309	2L	CG46309	protein_coding	30522398
FBgn0284225	CG46309	2L	CG46309	protein_coding	30522398
FBgn0284225	CG46309	2L	CG46309	protein_coding	30522398
FBgn0024734	PRL-1	2L	PRL-1	protein_coding	34952
FBgn0024734	PRL-1	2L	PRL-1	protein_coding	34952
FBgn0024734	PRL-1	2L	PRL-1	protein_coding	34952
FBgn0028515	EndoGI	2L	EndoGI	protein_coding	34953
FBgn0028515	EndoGI	2L	EndoGI	protein_coding	34953
FBgn0028515	EndoGI	2L	EndoGI	protein_coding	34953
FBgn0002673	twe	2L	twe	protein_coding	34954
FBgn0002673	twe	2L	twe	protein_coding	34954
FBgn0002673	twe	2L	twe	protein_coding	34954
FBgn0028897	CG4935	2L	CG4935	protein_coding	34955
FBgn0028897	CG4935	2L	CG4935	protein_coding	34955
FBgn0028897	CG4935	2L	CG4935	protein_coding	34955
FBgn0001994	crp	2L	crp	protein_coding	34956
FBgn0001994	crp	2L	crp	protein_coding	34956
FBgn0001994	crp	2L	crp	protein_coding	34956
FBgn0040079	pkaap	2L	pkaap	protein_coding	34957
FBgn0040079	pkaap	2L	pkaap	protein_coding	34957
FBgn0040079	pkaap	2L	pkaap	protein_coding	34957
FBgn0028896	CG17329	2L	CG17329	protein_coding	34958
FBgn0028896	CG17329	2L	CG17329	protein_coding	34958
FBgn0028896	CG17329	2L	CG17329	protein_coding	34958
FBgn0032582	CG13258	2L	CG13258	protein_coding	34959
FBgn0032582	CG13258	2L	CG13258	protein_coding	34959
FBgn0032582	CG13258	2L	CG13258	protein_coding	34959
FBgn0266204	lncRNA:CR44899	2L	lncRNA:CR44899	ncRNA	19835664
FBgn0266204	lncRNA:CR44899	2L	lncRNA:CR44899	ncRNA	19835664
FBgn0266204	lncRNA:CR44899	2L	lncRNA:CR44899	ncRNA	19835664
FBgn0001992	Cyp303a1	2L	Cyp303a1	protein_coding	49165
FBgn0001992	Cyp303a1	2L	Cyp303a1	protein_coding	49165
FBgn0001992	Cyp303a1	2L	Cyp303a1	protein_coding	49165
FBgn0028375	heix	2L	heix	protein_coding	34961
FBgn0028375	heix	2L	heix	protein_coding	34961
FBgn0028375	heix	2L	heix	protein_coding	34961
FBgn0028895	CG17328	2L	CG17328	protein_coding	34962
FBgn0028895	CG17328	2L	CG17328	protein_coding	34962
FBgn0028895	CG17328	2L	CG17328	protein_coding	34962
FBgn0028894	GMF	2L	GMF	protein_coding	34963
FBgn0028894	GMF	2L	GMF	protein_coding	34963
FBgn0028894	GMF	2L	GMF	protein_coding	34963
FBgn0028525	c(2)M	2L	c(2)M	protein_coding	34964
FBgn0028525	c(2)M	2L	c(2)M	protein_coding	34964
FBgn0028525	c(2)M	2L	c(2)M	protein_coding	34964
FBgn0015338	CG5861	2L	CG5861	protein_coding	34965
FBgn0015338	CG5861	2L	CG5861	protein_coding	34965
FBgn0015338	CG5861	2L	CG5861	protein_coding	34965
FBgn0011708	Syx5	2L	Syx5	protein_coding	34966
FBgn0011708	Syx5	2L	Syx5	protein_coding	34966
FBgn0011708	Syx5	2L	Syx5	protein_coding	34966
FBgn0000339	cni	2L	cni	protein_coding	34967
FBgn0000339	cni	2L	cni	protein_coding	34967
FBgn0000339	cni	2L	cni	protein_coding	34967
FBgn0001086	fzy	2L	fzy	protein_coding	34968
FBgn0001086	fzy	2L	fzy	protein_coding	34968
FBgn0001086	fzy	2L	fzy	protein_coding	34968
FBgn0000250	cact	2L	cact	protein_coding	34969
FBgn0000250	cact	2L	cact	protein_coding	34969
FBgn0000250	cact	2L	cact	protein_coding	34969
FBgn0014092	CG4278	2L	CG4278	protein_coding	34970
FBgn0014092	CG4278	2L	CG4278	protein_coding	34970
FBgn0014092	CG4278	2L	CG4278	protein_coding	34970
FBgn0001995	mRpL4	2L	mRpL4	protein_coding	49425
FBgn0001995	mRpL4	2L	mRpL4	protein_coding	49425
FBgn0001995	mRpL4	2L	mRpL4	protein_coding	49425
FBgn0040984	CG4440	2L	CG4440	protein_coding	50458
FBgn0040984	CG4440	2L	CG4440	protein_coding	50458
FBgn0040984	CG4440	2L	CG4440	protein_coding	50458
FBgn0028899	CG31817	2L	CG31817	protein_coding	260659
FBgn0028899	CG31817	2L	CG31817	protein_coding	260659
FBgn0028899	CG31817	2L	CG31817	protein_coding	260659
FBgn0259151	CG42266	2L	CG42266	protein_coding	7354431
FBgn0259151	CG42266	2L	CG42266	protein_coding	7354431
FBgn0259151	CG42266	2L	CG42266	protein_coding	7354431
FBgn0265578	CG44405	2L	CG44405	protein_coding	19834721
FBgn0265578	CG44405	2L	CG44405	protein_coding	19834721
FBgn0265578	CG44405	2L	CG44405	protein_coding	19834721
FBgn0000307	chif	2L	chif	protein_coding	34974
FBgn0000307	chif	2L	chif	protein_coding	34974
FBgn0000307	chif	2L	chif	protein_coding	34974
FBgn0087041	CG42231	2L	CG42231	protein_coding	7354432
FBgn0087041	CG42231	2L	CG42231	protein_coding	7354432
FBgn0087041	CG42231	2L	CG42231	protein_coding	7354432
FBgn0028506	CG4455	2L	CG4455	protein_coding	34975
FBgn0028506	CG4455	2L	CG4455	protein_coding	34975
FBgn0028506	CG4455	2L	CG4455	protein_coding	34975
FBgn0025678	CaBP1	2L	CaBP1	protein_coding	34976
FBgn0025678	CaBP1	2L	CaBP1	protein_coding	34976
FBgn0025678	CaBP1	2L	CaBP1	protein_coding	34976
FBgn0028841	jhamt	2L	jhamt	protein_coding	34977
FBgn0028841	jhamt	2L	jhamt	protein_coding	34977
FBgn0028841	jhamt	2L	jhamt	protein_coding	34977
FBgn0028523	CG5888	2L	CG5888	protein_coding	34980
FBgn0028523	CG5888	2L	CG5888	protein_coding	34980
FBgn0028523	CG5888	2L	CG5888	protein_coding	34980
FBgn0086037	snoRNA:Me28S-A2958	2L	snoRNA:Me28S-A2958	snoRNA	5740327
FBgn0086037	snoRNA:Me28S-A2958	2L	snoRNA:Me28S-A2958	snoRNA	5740327
FBgn0086037	snoRNA:Me28S-A2958	2L	snoRNA:Me28S-A2958	snoRNA	5740327
FBgn0020416	Idgf1	2L	Idgf1	protein_coding	34978
FBgn0020416	Idgf1	2L	Idgf1	protein_coding	34978
FBgn0020416	Idgf1	2L	Idgf1	protein_coding	34978
FBgn0020415	Idgf2	2L	Idgf2	protein_coding	34979
FBgn0020415	Idgf2	2L	Idgf2	protein_coding	34979
FBgn0020415	Idgf2	2L	Idgf2	protein_coding	34979
FBgn0020414	Idgf3	2L	Idgf3	protein_coding	34981
FBgn0020414	Idgf3	2L	Idgf3	protein_coding	34981
FBgn0020414	Idgf3	2L	Idgf3	protein_coding	34981
FBgn0005677	dac	2L	dac	protein_coding	34982
FBgn0005677	dac	2L	dac	protein_coding	34982
FBgn0005677	dac	2L	dac	protein_coding	34982
FBgn0032585	Nepl8	2L	Nepl8	protein_coding	34983
FBgn0032585	Nepl8	2L	Nepl8	protein_coding	34983
FBgn0032585	Nepl8	2L	Nepl8	protein_coding	34983
FBgn0266329	lncRNA:CR44994	2L	lncRNA:CR44994	ncRNA	19835747
FBgn0266329	lncRNA:CR44994	2L	lncRNA:CR44994	ncRNA	19835747
FBgn0266329	lncRNA:CR44994	2L	lncRNA:CR44994	ncRNA	19835747
FBgn0032586	Tpr2	2L	Tpr2	protein_coding	34984
FBgn0032586	Tpr2	2L	Tpr2	protein_coding	34984
FBgn0032586	Tpr2	2L	Tpr2	protein_coding	34984
FBgn0032587	CG5953	2L	CG5953	protein_coding	34985
FBgn0032587	CG5953	2L	CG5953	protein_coding	34985
FBgn0032587	CG5953	2L	CG5953	protein_coding	34985
FBgn0263555	mir-4943	2L	mir-4943	pre_miRNA	12798234
FBgn0263555	mir-4943	2L	mir-4943	pre_miRNA	12798234
FBgn0263555	mir-4943	2L	mir-4943	pre_miRNA	12798234
FBgn0086038	snoRNA:Me28S-C1237	2L	snoRNA:Me28S-C1237	snoRNA	5740145
FBgn0086038	snoRNA:Me28S-C1237	2L	snoRNA:Me28S-C1237	snoRNA	5740145
FBgn0086038	snoRNA:Me28S-C1237	2L	snoRNA:Me28S-C1237	snoRNA	5740145
FBgn0266894	lncRNA:CR45354	2L	lncRNA:CR45354	ncRNA	19835421
FBgn0266894	lncRNA:CR45354	2L	lncRNA:CR45354	ncRNA	19835421
FBgn0266894	lncRNA:CR45354	2L	lncRNA:CR45354	ncRNA	19835421
FBgn0266895	lncRNA:CR45355	2L	lncRNA:CR45355	ncRNA	19835975
FBgn0266895	lncRNA:CR45355	2L	lncRNA:CR45355	ncRNA	19835975
FBgn0266895	lncRNA:CR45355	2L	lncRNA:CR45355	ncRNA	19835975
FBgn0051816	CG31816	2L	CG31816	protein_coding	318960
FBgn0051816	CG31816	2L	CG31816	protein_coding	318960
FBgn0051816	CG31816	2L	CG31816	protein_coding	318960
FBgn0259735	mtgo	2L	mtgo	protein_coding	34987
FBgn0259735	mtgo	2L	mtgo	protein_coding	34987
FBgn0259735	mtgo	2L	mtgo	protein_coding	34987
FBgn0032588	CG5968	2L	CG5968	protein_coding	34986
FBgn0032588	CG5968	2L	CG5968	protein_coding	34986
FBgn0032588	CG5968	2L	CG5968	protein_coding	34986
FBgn0286734	snoRNA:Me18S-G1506	2L	snoRNA:Me18S-G1506	snoRNA	39877418
FBgn0286734	snoRNA:Me18S-G1506	2L	snoRNA:Me18S-G1506	snoRNA	39877418
FBgn0286734	snoRNA:Me18S-G1506	2L	snoRNA:Me18S-G1506	snoRNA	39877418
FBgn0051815	CG31815	2L	CG31815	protein_coding	318959
FBgn0051815	CG31815	2L	CG31815	protein_coding	318959
FBgn0051815	CG31815	2L	CG31815	protein_coding	318959
FBgn0032590	CG4631	2L	CG4631	protein_coding	34988
FBgn0032590	CG4631	2L	CG4631	protein_coding	34988
FBgn0032590	CG4631	2L	CG4631	protein_coding	34988
FBgn0265000	lncRNA:CR44151	2L	lncRNA:CR44151	ncRNA	14462786
FBgn0265000	lncRNA:CR44151	2L	lncRNA:CR44151	ncRNA	14462786
FBgn0265000	lncRNA:CR44151	2L	lncRNA:CR44151	ncRNA	14462786
FBgn0032593	Trpgamma	2L	Trpgamma	protein_coding	34991
FBgn0032593	Trpgamma	2L	Trpgamma	protein_coding	34991
FBgn0032593	Trpgamma	2L	Trpgamma	protein_coding	34991
FBgn0001185	her	2L	her	protein_coding	34992
FBgn0001185	her	2L	her	protein_coding	34992
FBgn0001185	her	2L	her	protein_coding	34992
FBgn0262191	mir-2497	2L	mir-2497	pre_miRNA	12798235
FBgn0262191	mir-2497	2L	mir-2497	pre_miRNA	12798235
FBgn0262191	mir-2497	2L	mir-2497	pre_miRNA	12798235
FBgn0267347	squ	2L	squ	protein_coding	2768920
FBgn0267347	squ	2L	squ	protein_coding	2768920
FBgn0267347	squ	2L	squ	protein_coding	2768920
FBgn0261278	grp	2L	grp	protein_coding	34993
FBgn0261278	grp	2L	grp	protein_coding	34993
FBgn0261278	grp	2L	grp	protein_coding	34993
FBgn0051807	CG31807	2L	CG31807	protein_coding	318953
FBgn0051807	CG31807	2L	CG31807	protein_coding	318953
FBgn0051807	CG31807	2L	CG31807	protein_coding	318953
FBgn0053552	CG33552	2L	CG33552	protein_coding	3346220
FBgn0053552	CG33552	2L	CG33552	protein_coding	3346220
FBgn0053552	CG33552	2L	CG33552	protein_coding	3346220
FBgn0266310	asRNA:CR44975	2L	asRNA:CR44975	ncRNA	19835821
FBgn0266310	asRNA:CR44975	2L	asRNA:CR44975	ncRNA	19835821
FBgn0266310	asRNA:CR44975	2L	asRNA:CR44975	ncRNA	19835821
FBgn0262430	mir-9c	2L	mir-9c	pre_miRNA	12798236
FBgn0262430	mir-9c	2L	mir-9c	pre_miRNA	12798236
FBgn0262430	mir-9c	2L	mir-9c	pre_miRNA	12798236
FBgn0262386	mir-306	2L	mir-306	pre_miRNA	12798237
FBgn0262386	mir-306	2L	mir-306	pre_miRNA	12798237
FBgn0262386	mir-306	2L	mir-306	pre_miRNA	12798237
FBgn0262452	mir-79	2L	mir-79	pre_miRNA	12798238
FBgn0262452	mir-79	2L	mir-79	pre_miRNA	12798238
FBgn0262452	mir-79	2L	mir-79	pre_miRNA	12798238
FBgn0262413	mir-9b	2L	mir-9b	pre_miRNA	12798246
FBgn0262413	mir-9b	2L	mir-9b	pre_miRNA	12798246
FBgn0262413	mir-9b	2L	mir-9b	pre_miRNA	12798246
FBgn0263744	CR43669	2L	CR43669	pseudogene	
FBgn0263744	CR43669	2L	CR43669	pseudogene	
FBgn0263744	CR43669	2L	CR43669	pseudogene	
FBgn0263745	CR43670	2L	CR43670	pseudogene	
FBgn0263745	CR43670	2L	CR43670	pseudogene	
FBgn0263745	CR43670	2L	CR43670	pseudogene	
FBgn0062978	CG31808	2L	CG31808	protein_coding	10178782
FBgn0062978	CG31808	2L	CG31808	protein_coding	10178782
FBgn0062978	CG31808	2L	CG31808	protein_coding	10178782
FBgn0086907	Cyt-c-d	2L	Cyt-c-d	protein_coding	34995
FBgn0086907	Cyt-c-d	2L	Cyt-c-d	protein_coding	34995
FBgn0086907	Cyt-c-d	2L	Cyt-c-d	protein_coding	34995
FBgn0284248	Cyt-c-p	2L	Cyt-c-p	protein_coding	34996
